"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
Jumpjet,,f358d2b18d4e8e4a9a514fa7d70e7249b7600cd6,,,"Jump Jet",,,,1985,"Anirog Software",gb,,[k-file],,,,,N.A.P.O.,,,,,
Jumpjet,,f358d2b18d4e8e4a9a514fa7d70e7249b7600cd6,,,"Jump Jet",,,,1985,"Anirog Software",gb,,[k-file],,,,,N.A.P.O.,,,,,
Jumpman,,eb16f74944b52d77a0b3e3108387bce3391e404f,,,,,,(v1),,,,,,,,,,,,,,,
Jumpman,,96c411a65cfd0b45ac68603021793701d27244b9,,,,,,,1983,Epyx,us,,,,,,,,,,,,
Jumpman,,96c411a65cfd0b45ac68603021793701d27244b9,,,,,,,1983,Epyx,us,,,,,,,,,,,,
"Jumpman Junior",,72d2ac95d033ee1579bb79efeca4e04f10e9b223,,,"Jerkoff Junior",,,,1983,"Kloey Detect",,,"[Jumpman Jr hack]; [k-file]",,,,,,,,,,
"Jumpman Junior",,a0a589d721c0213ec4b9a94dd908be75ac0cd5fa,,,,,,,1983,Epyx,us,a,"a 2; [k-file]",,,,,,,,,,
"Jumpman Junior",,555328d3931aa2b4aa334ec815807728bc1d8483,,,,,,,1983,Epyx,us,,,,1,,,,,,,,
"Jumpman Junior",,a76b58e45db42041e5eacb1f0095bc4db5d9b2a4,,,,,,,1983,Epyx,us,a,"a 1; [k-file]",,,,,,,,,,
"Jumpman Junior",,555328d3931aa2b4aa334ec815807728bc1d8483,,,,,,,1983,Epyx,us,,,,1,,,,,,,,
"Jungle Boy",,89e96bc9bb5ea55e3ce945fde3b7a19632399133,,,,,,(en),1983,"Irata Verlag",de,,[k-file],,,,,,,,,,
"Jungle Boy",,89e96bc9bb5ea55e3ce945fde3b7a19632399133,,,,,,(en),1983,"Irata Verlag",de,,[k-file],,,,,,,,,,
"Jungle Hunt",,ba100dc605bcc234053c57d882de205febf1eda1,,,,,,,1983,Atari,us,,[k-file],,,,,,,,,,
"Jungle Hunt",,065b8cf32d7dabc6434f9d7cbae6e1243c86e7e7,,,,,,,1983,Atari,us,,,,Wizard,,,,,,,,
"Jungle Hunt",,ba100dc605bcc234053c57d882de205febf1eda1,,,,,,,1983,Atari,us,,[k-file],,,,,,,,,,
"Juno First",,8fe5021e4734f23b9958d950a98f0e9fe710915b,,,,,,,1983,Datasoft,us,,[k-file],,,,,,,,,,
"Juno First",,98440e58b1f8950a9cec6982a908dab282056c82,,,,,,,1983,Datasoft,us,,,,Wizard,,,,,,,,
"Juno First",,1064a82f42284706a04f270a212e9ef48702cb07,,,,,,,1983,Datasoft,us,a,"a 1; [k-file]",,,,,,,,,,
"Jupiter Mission 1999",,3149e2a4af9a013fd3b99ee1f9e13c8723616d6e,,,,,,"(Disk 2 of 4)",1983,"Avalon Hill",us,,"[req OSb]; [BASIC]",,,,,,,,,,
"Jupiter Mission 1999",,d90e985fbb6626771cd588374c08ffa356d83ca6,,,,,,"(Disk 3 of 4)",1983,"Avalon Hill",us,,"[req OSb]; [BASIC]",,,,,,,,,,
"Jupiter Mission 1999",,d90e985fbb6626771cd588374c08ffa356d83ca6,,,,,,"(Disk 3 of 4)",1983,"Avalon Hill",us,,"[req OSb]; [BASIC]",,,,,,,,,,
"Jupiter Mission 1999",,7b2e815203d865360128cc62d16d9a8c0ae227e7,,,,,,"(Disk 1 of 4)",1983,"Avalon Hill",us,,"[req OSb]; [BASIC]",,,,,,,,,,
"Jupiter Mission 1999",,1bf25f83f8a7ad33e0e51010e362424d33ef2c11,,,,,,"(Disk 4 of 4)",1983,"Avalon Hill",us,,"[req OSb]; [BASIC]",,,,,,,,,,
"Jupiter Mission 1999",,3149e2a4af9a013fd3b99ee1f9e13c8723616d6e,,,,,,"(Disk 2 of 4)",1983,"Avalon Hill",us,,"[req OSb]; [BASIC]",,,,,,,,,,
"Jupiter Mission 1999",,d2d6210c51142660be3173865cc2fa00c55d8933,,,,,,"(Disk 1 of 4)",1983,"Avalon Hill",us,a,"a 1; [req OSb]; [BASIC]",,,,,,,,,,
"Jupiter Mission 1999",,1bf25f83f8a7ad33e0e51010e362424d33ef2c11,,,,,,"(Disk 4 of 4)",1983,"Avalon Hill",us,,"[req OSb]; [BASIC]",,,,,,,,,,
"Jupiter Mission 1999 - Disk 1",,e69b73fa1fe84e47d983eca02ba6d6584a8c8544,,,,,,,,,,,,,,,,,,,,,
"Jurassic Park",,0faee9bbfb4ff2d2fc1c04acbf0843cbce7156ba,,,,,,"Video PAL",19xx,"JK Soft",,,[k-file],,,,,,,,,,
"Jurassic Park II",,260bf3785ef1c8a0d106acf20c8221fcacb76d21,,,,,,,,,,,,,,,,,,,,,
"Jurrasic Park",,0faee9bbfb4ff2d2fc1c04acbf0843cbce7156ba,,,"Jurassic Park",,,"Video PAL",19xx,"JK Soft",,,[k-file],,,,,,,,,,
KABOOM,,9bf4618d716ce03e81e41919c55922ecc402e6ec,,,,,,,,,,,,,,,,,,,,,
Kaboom!,,dcf60f1d3fc95f959621bc5b17e7706b08e96e15,,,,,,,1983,Activision,us,,[k-file],,,,,,,,,,
Kaboom!,,61c48915f8466964f284c40fa725cd50c1dd5bbd,,,,,,,1983,Activision,us,a,"a 1; [k-file]",,,,,,,,,,
Kaboom!,,dcf60f1d3fc95f959621bc5b17e7706b08e96e15,,,,,,,1983,Activision,us,,[k-file],,,,,,,,,,
Kaiser,,0c9d8960453c79c65bbd8a23d9f7585c43f23c9e,,,,,,,1984,Ariolasoft,de,,[BASIC],,,,,,,,,,
Kaiser,,0c9d8960453c79c65bbd8a23d9f7585c43f23c9e,,,,,,,1984,Ariolasoft,de,,[BASIC],,,,,,,,,,
"Kaiser II - Disk 1",,b12fc083ba804b9faa5f305a2f4aeee0785fe5e7,,,,,,,,,,,,,,,,,,,,,
"Kaiser II - Disk 2",,e83f1fae203c240393308eb5ac1b8a360a129c54,,,,,,,,,,,,,,,,,,,,,
Kalah,,fb4550a9e0361743d1962ade70f3ae2e0077af52,,,,,,,1988,"Analog - Bruce C. Smith",,,[k-file],,,,,,,,,,
Kalah,,fb4550a9e0361743d1962ade70f3ae2e0077af52,,,,,,,1988,"Analog - Bruce C. Smith",,,[k-file],,,,,,,,,,
Kamikaze,,aa74c00b843ba6efe5c8e0383f84b609bf1be6e0,,,,,,,,,,,,,,,,,,,,,
Kamikaze,,d8f267cce5c585eac9e88fe2ffa527720a3d8535,,,,,,,,,,,,,,,,,,,,,
"Kampania Wrzesniowa",,790e3b11b3cdc2ef90c14347b90c381a05f62a40,,,,,,,1993,"L.K. Avalon",pl,a,"a 1; [k-file]",,,,,,,,,,
"Kampania Wrzesniowa",,4b102f5b0216201b51289ad192d68c339bd6c56e,,,,,,,1993,"L.K. Avalon",pl,,,,,,,,,,,,
"Kampfgruppe - Disk 1",,8f70bbf497a69612e738323ef60c368176adc079,,,,,,,,,,,,,,,,,,,,,
"Kampfgruppe - Disk 2",,b2d427fe67dba150592daac6a6a56f98b12a3600,,,,,,,,,,,,,,,,,,,,,
"Kampfgruppe - Disk 3",,f70b51e9ebe4aca1bb4082d5dcd543829c94c788,,,,,,,,,,,,,,,,,,,,,
Kangaroo,,1e866cdaf992f92dfa7d0de1a24ab671921af4fc,,,,,,(proto),1983,Atari,us,a,"a 1; [k-file]",,,,,,,,,,
Kangaroo,,b0ce11c759e5fe32b87faa29fd9ed15834189dc4,,,,,,(proto),1983,Atari,us,,[k-file],,,,,,,,,,
"Kapitan Planeta",,7af7c6c1c36537ab818fe41cf306ecad63667f5e,,,,,,,19xx,Mirage,pl,,[k-file],,,,,,,,,,
"Kapitan Planeta",,7af7c6c1c36537ab818fe41cf306ecad63667f5e,,,,,,,19xx,Mirage,pl,,[k-file],,,,,,,,,,
"Karate Champ",,e71a2abf64c2bd0cb2cdc6e7f32a896da4091030,,,"Karate Champ II",,,,19xx,"Little Rascal",,,[k-file],,,,,,,,,,
"Karate Champ II",,e71a2abf64c2bd0cb2cdc6e7f32a896da4091030,,,,,,,19xx,"Little Rascal",,,[k-file],,,,,,,,,,
"Karate Master",,c9d4c3a76eb988870bd807c8a63c712613b29ff1,,,,,,,1986,"Hayes Bros",,,[BASIC],,,,,,,,,,
"Karate Master",,c9d4c3a76eb988870bd807c8a63c712613b29ff1,,,,,,,1986,"Hayes Bros",,,[BASIC],,,,,,,,,,
"Karate Master",,d317a98edd32de10715b48aff2e9e1c0a3b0a354,,,,,,,,,,,,,,,,,,,,,
Karateka,,61624fab6b05f991941563b27e8d0a1eccb49a62,,,,,,,1985,Broderbund,us,a,"a 1",,,,,,,,,,
Karateka,,200e4405c82ecbe58baa2ed2d06e060d4d1c2aac,,,,,,,1985,Broderbund,us,,,,,,,,,,,,
Karateka,,200e4405c82ecbe58baa2ed2d06e060d4d1c2aac,,,,,,,1985,Broderbund,us,,,,,,,,,,,,
Kariera,,4869c597db10bf26d19c1a2cd478fab1da4f9f44,,,,,,(pl),1987,Atapol,,,,,,,,,,,,,
Kariera,,c31124e87ecd6434d5a3ffecb7a1b21822833601,,,,,,(b),,,,,,,,,,,,,,,
"Kariera & Hammurabi",,b9c48eef5cf32ee0d0e32c01638c4f453e485a1e,,,,,,(pl),1987,Atapol,,,[BASIC],,,,,,,,,,
"Karmic Caverns",,6d7018abc2493568488d237a8b1a91bdcf934f4d,,,,,,"Video NTSC",1983,PMI,us,,[k-file],,,,,,,,,,
"Karmic Caverns",,6d7018abc2493568488d237a8b1a91bdcf934f4d,,,,,,"Video NTSC",1983,PMI,us,,[k-file],,,,,,,,,,
Kasiarz,,b8acc7deb87074dae570dcce8670b57c4f1299cd,,,,,,,1994,Krysal,pl,,[k-file],,,,,,,,,,
Kasiarz,,b8acc7deb87074dae570dcce8670b57c4f1299cd,,,,,,,1994,Krysal,pl,,[k-file],,,,,,,,,,
Kasiarz,,23e8c30a3bdb60108193c23b79ac10c8430b3294,,,,,,,,,,,,,,,,,,,,,
Kaufhausmanager,,af86f41ba815e5c88ad5fa389fb1873e9f1ccfb0,,,,,,,,,,,,,,,,,,,,,
Kayos,,372d6fc9f5bb2c6ecd398b767a06b8e5b49e2b58,,,,,,,1981,"Computer Magic",us,,[k-file],,,,,,,,,,
Kayos,,372d6fc9f5bb2c6ecd398b767a06b8e5b49e2b58,,,,,,,1981,"Computer Magic",us,,[k-file],,,,,,,,,,
Kazoo,,ad06ff033f3c3c4fc8f5599a08dab254a09e96ae,,,,,,,1984,"Southbay Software",us,,[k-file],,,,,,,,,,
Kazoo,,ad06ff033f3c3c4fc8f5599a08dab254a09e96ae,,,,,,,1984,"Southbay Software",us,,[k-file],,,,,,,,,,
Kelb,,77934a167ecf5bf53ab2a41a15789f99b781d3ea,,,,,,,,,,,,,,,,,,,,,
"Ken Uston's Puzzlemania",,cd3e4eef38805df7a0ddd560351e48ed203a117e,,,,,,,1984,Epyx,,,[k-file],,,,,,,,,,
"Kennedy Approach",,0d877c72876a8cc250abbed97b842abf24645ff6,,,,,,,1985,MicroProse,us,,,,,,,,,,,,
"Kennedy Approach",,0d877c72876a8cc250abbed97b842abf24645ff6,,,,,,,1985,MicroProse,us,,,,,,,,,,,,
"Kennedy Approach",,124e13beb0f1fca4129f24d3ecc8b31314b8a6a4,,,,,,,1985,MicroProse,us,,"[no replay]",,,,,,,,,,
"Kennedy Approach",,ae861015c12701443f39bfcf79ccbf3253b911ee,,,,,,,1985,MicroProse,us,a,"a 1",,,,,,,,,,
"Kennedy Approach",,39788b7d4e600544a6d92c791288119ac0057aa6,,,,,,,,,,,,,,,,,,,,,
"Kenny Dalglish Soccer Manager",,09a79969c23f964d501f227554a701c5f2902273,,,,,,,1989,Cognito,gb,,,,,,,,,,,,
Kernaw,,3ed307c6ed9a9377756a043a8af0c8a5d351152f,,,,,,,,,,,,,,,,,,,,,
Kernaw,,7ef1e2460deebcc0e4b8700f2c29af1a443215a6,,,,,,,1993,"L.K. Avalon",pl,,[k-file],,,,,,,XE-Team,,,
KERNAW_FIX_LOADER,,be32fd60c753a7aefa8c060fe456b451e36521ea,,,,,,,,,,,,,,,,,,,,,
KERNAW_ORIGINAL_,,82c572a0a99b8f88733219dedd3a0025373a5b6f,,,,,,,,,,,,,,,,,,,,,
Ketchup,,8da5309119d0cb3c4349dab57ee368e93b5d7abb,,,,,,,1996,"Sikor Soft",pl,,,,,,,,,,,,
Keychase,,4c4bd986a8990fe9a297ea6b07a7cae966a83384,,,,,,,19xx,,,,,,,,,,,,,,
Keyed-Up!,,bd772716247cd06a7a16a860e25c1b1bd6149762,,,,,,,19xx,Antic,us,,,,,,,,,,,,
"Keystone Kapers",,294c979e95274e41b1594b20515f69bf4d09f934,,,,,,,1983,Activision,us,,[k-file],,,,,"P. Doctor",,,,,
"Keystone Kapers",,294c979e95274e41b1594b20515f69bf4d09f934,,,,,,,1983,Activision,us,,[k-file],,,,,"P. Doctor",,,,,
KEYSTONE_KAPERS,,a2a8a8d4d567b058771a867e26b756b622342f95,,,,,,,,,,,,,,,,,,,,,
"Kick Off",,99cfab8b72c06fa427ff2d3153e782a929c45b03,,,,,,"Video PAL",1989,"Anco Software",gb,,[k-file],,,,,,,,,,
"Kick Off",,99cfab8b72c06fa427ff2d3153e782a929c45b03,,,,,,"Video PAL",1989,"Anco Software",gb,,[k-file],,,,,,,,,,
Kickback,,07dbcaf71d885e79722d72cc46eb1fbf3ed964c7,,,,,,,1982,"Thorn EMI",gb,,[k-file],,,,,,,,,,
Kickback,,07dbcaf71d885e79722d72cc46eb1fbf3ed964c7,,,,,,,1982,"Thorn EMI",gb,,[k-file],,,,,,,,,,
Kickback,,7319d4689e7c692c13d09c0bf3c9924c6c99dbc0,,,,,,,1982,"Thorn EMI",gb,a,"a 1; [k-file]",,,,,,,,,,
"Kid Grid",,48dfd2a3efd1665216267d1e7eca43fbc3bad56b,,,,,,,1982,Tronix,us,,,,,,,,,,,,
"Kid Grid",,ceb4ed70266b4f0ba06d46ce8008dece3a7be0a5,,,,,,,1982,Tronix,us,,"[req OSb]; [k-file]",,,,,,,,,,
"Kid Grid",,48dfd2a3efd1665216267d1e7eca43fbc3bad56b,,,,,,,1982,Tronix,us,,,,,,,,,,,,
"Kids On Keys",,7e799ad5bc5ee2bb00994f0c9a399106c7b6ebd8,,,,,,,1983,"Spinnaker Software",us,,[k-file],,,,,,,,,,
"Kids On Keys",,7e799ad5bc5ee2bb00994f0c9a399106c7b6ebd8,,,,,,,1983,"Spinnaker Software",us,,[k-file],,,,,,,,,,
KIK_START_SONIX,,cc6e13cb93c2af70fcf7353a7eece2d680185482,,,,,,,,,,,,,,,,,,,,,
KIKSTART,,df282db38bc5540cef4d21feaeb8d9460bf3a84c,,,,,,,,,,,,,,,,,,,,,
Kik-Start,,f6b649a47e93757338a2c44bc48c5380b684514c,,,Kikstart,,,,1986,Mastertronic,,,[k-file],,,,,,,,,,
Kik-Start,,7192fd6efcf8304f9d8e2c0d32ad5ddf7907feba,,,Kikstart,,,,1986,Mastertronic,,,[k-file],,,,,,,1,,,
"Kill Zone!, The",,f62a0000589221a051c8dfb6ed83684d5ceea53b,,,"The Kill Zone",,"Kill Zone, The",,19xx,Slimedevils,,,[k-file],,,,,,,,,,
"Kill Zone!, The",,63d983ef15d593c4ec3b30697213f7cc54668175,,,"The Kill Zone",,"Kill Zone, The",,19xx,Slimedevils,,a,"a 1",,,,,,,,,,
"Kill Zone, The",,f62a0000589221a051c8dfb6ed83684d5ceea53b,,,"The Kill Zone",,"Kill Zone, The",,19xx,Slimedevils,,,[k-file],,,,,,,,,,
"Killa Cycle",,926af35a081d305c8054ce61be1958734d8eb1b0,,,,,,,19xx,Goodwin-Muncer,,,[k-file],,,,,,,,,,
"Killa Cycle",,926af35a081d305c8054ce61be1958734d8eb1b0,,,,,,,19xx,Goodwin-Muncer,,,[k-file],,,,,,,,,,
"Killer 'Thello",,9f8907ff0dc8b75533ec66b69c7ea16b5f8029b5,,,,,,,1988,"Mark T. Price",,,[k-file],,,,,,,,,,
"Killer 'Thello",,9f8907ff0dc8b75533ec66b69c7ea16b5f8029b5,,,,,,,1988,"Mark T. Price",,,[k-file],,,,,,,,,,
King,,576f0e964dcd67c6b9aa5ff79e9923c2f06de950,,,Kingdom,,,,19xx,,,b,"b as2boot",,,,,,,,,,
"King Of The Ring",,668aba7021ad61979a3704bbfc6850670273ff40,,,,,,,1985,"Gremlin Graphics",gb,,,,,,,,,,,,
"King Of The Ring",,668aba7021ad61979a3704bbfc6850670273ff40,,,,,,,1985,"Gremlin Graphics",gb,,,,,,,,,,,,
"King Of The Ring",,26a77f0cb81b843aea3b0b4f479128271981c914,,,,,,,1985,"Gremlin Graphics",gb,,[k-file],,,,,,,,,,
"King Tuts Tomb",,d93f96d7aeda0ddc29888218893886c2cd30288f,,,"King Tut's Tomb",,,,19xx,Antic,us,a,"a 1",,,,,,,,,,
"King Tuts Tomb",,d1c1b32c3dafb90411fde2ae6abecc945c5dc083,,,,,,,,,,,,,,,,,,,,,
"King Tuts Tomb",,cc70e8418dae8cc6b75929a3f1e60b81dfeba702,,,"King Tut's Tomb",,,,19xx,Antic,us,,[Documentation],,,,,,,,,,
"King Tut's Tomb",,cc70e8418dae8cc6b75929a3f1e60b81dfeba702,,,,,,,19xx,Antic,us,,[Documentation],,,,,,,,,,
"King Tut's Tomb",,72c8db9e2d445017249210be3c9c308f26784d8a,,,,,,,19xx,Antic,us,,,,,,,,,,,,
KING_OF_THE_RING,,5e64a496e796ad97ba06f0dcaddcb252014f755a,,,,,,,,,,,,,,,,,,,,,
Kingdom,,576f0e964dcd67c6b9aa5ff79e9923c2f06de950,,,,,,,19xx,,,b,"b as2boot",,,,,,,,,,
"Kirschen Karl",,1e34d990cbcf4d763d1def5d3d0a828198d4db6a,,,,,,,,,,,,,,,,,,,,,
"Kissin' Kousins",,f4908cb4bed8bb65baa6507779d64c07e46e5280,,,,,,,1985,"English Software",gb,,[k-file],,1,,,N.A.P.O.,,,,,
"Kissin' Kousins",,f4908cb4bed8bb65baa6507779d64c07e46e5280,,,,,,,1985,"English Software",gb,,[k-file],,1,,,N.A.P.O.,,,,,
Kitten,,28aef3b01afbfef679f34804b1bb2333a2700122,,,,,,(pl),19xx,"Happy Trash Software",,,,,,,,,,,,,
Kitten,,81b25278a551a3ccd5746c7c2390247d525c3390,,,,,,(pl),19xx,"Happy Trash Software",,a,"a 1",,,,,,,,,,
Klatwa,,9f78ccba0b952246449da9f2e59f98d787ae0bc7,,,,,,,1992,"L.K. Avalon",pl,,,,,,,,,,,,
Klatwa,,9f78ccba0b952246449da9f2e59f98d787ae0bc7,,,,,,,1992,"L.K. Avalon",pl,,,,,,,,,,,,
Klatwa,,361ee6b4774b249a4928eb2b63116045abe83213,,,,,,(v2),,,,,,,,,,,,,,,
Klatwa,,4fd960bf4e2bcef42169133a0852ddf2526f2eb8,,,,,,,,,,,,,,,,,,,,,
Klondike,,74310bcea24ec2ba83cdcabc82ce863e685453e2,,,,,,,,,,,,,,,,,,,,,
Klony,,0a53df65b88943a3ca2e03c66d8243f2bd5bccfe,,,,,,,,,,,,,,,,,,,,,
"Klystron Raider",,9bb010439f3b03a9b0efb70509a0260d3662f674,,,,,,,1982,"H. Lentchner",,,"[req OSb]; [k-file]",,,,,,,,,,
"Klystron Raider",,9bb010439f3b03a9b0efb70509a0260d3662f674,,,,,,,1982,"H. Lentchner",,,"[req OSb]; [k-file]",,,,,,,,,,
Kniffel,,c341d2d230c54a39b36d6658cdeb0d66bbf90d64,,,,,,,,,,,,,,,,,,,,,
"Knight Orc",,875299bb1bfb79fee88dedcf92bde2a03b03bf8c,,,,,,,1987,Rainbird,gb,,,,,,,,,,,,
"Knight Quest",,f2e25a29a95fa39dc81149cfa72d00d55018a0ee,,,,,,,,,,,,,,,,,,,,,
Knight-Battle,,d62d225ab90d158ed212c7442d20f03f171d7f7e,,,,,,,19xx,"Hofacker GmbH - Elcomp Publishing",us,,[BASIC],,,,,,,,,,
"Knights & Wizards",,575b8c719d96b038a090e4886d5f1dd9f2873c94,,,"Knights and Wizards",,,,1984,"K-Tek Software",us,,,,,,,,,,,,
"Knights And Wizards",,575b8c719d96b038a090e4886d5f1dd9f2873c94,,,,,,,1984,"K-Tek Software",us,,,,,,,,,,,,
"Knights of the Desert",,c8ed6939971252484d6fe4bb39a73dc387e952a7,,,,,,,,,,,,,,,,,,,,,
"Knights Of The Round Table",,74d2927d67a066e06e79dbeea47237bf1c109d11,,,,,,,1983,"ALA Software",us,,[k-file],,,,,,,,,,
"Knights Of The Round Table",,74d2927d67a066e06e79dbeea47237bf1c109d11,,,,,,,1983,"ALA Software",us,,[k-file],,,,,,,,,,
"Knobs and Knockers",,5f0ad93e2db056b8cf5339da2bf102e02f80272b,,,,,,,1984,"yo-ho software",us,,[k-file],,,,,,,,,,
Knock!,,265d0d238e0dcacf0897c23738eea14c52f807de,,,,,,(en),1992,Domain,pl,,[k-file],,,,,,,,,,
Knock!,,265d0d238e0dcacf0897c23738eea14c52f807de,,,,,,(en),1992,Domain,pl,,[k-file],,,,,,,,,,
KNOCK_ORIGINAL_,,432f1126670fc9f87c21a813bdb35a39e2807c46,,,,,,,,,,,,,,,,,,,,,
KNOCKOUT,,9f1d6e523dcf6107a988f7a99fc1087a528d904f,,,,,,,,,,,,,,,,,,,,,
Knock-Out,,43843d02f35b7e6fb7a5a61eb67f0a83e900199d,,,"Knock Out",,,(en),1985,Kingsoft,de,,,,,,,,,Tron,,,
Knock-Out,,43843d02f35b7e6fb7a5a61eb67f0a83e900199d,,,"Knock Out",,,(en),1985,Kingsoft,de,,,,,,,,,Tron,,,
Knock-Out,,1d1192f5f7438925102f68533cc68b3552e8eaef,,,"Knock Out",,,(en),1985,Kingsoft,de,a,"a 1",,,,,,,Tron,,,
Knockout!,,757282f95571554ee918d73e17ac8015b2362651,,,Knockout,,,,1982,"Avalon Hill",us,,[k-file],,,,,,,,,,
Knockout!,,757282f95571554ee918d73e17ac8015b2362651,,,Knockout,,,,1982,"Avalon Hill",us,,[k-file],,,,,,,,,,
KOALA_MICROILL_ATAREX_,,27728b4c9984fc2d8e35c0372d88b95039a7d0ab,,,,,,,,,,,,,,,,,,,,,
"Koenigs Diamanten",,6414d1cde06d56f63d3167f68d719d41b545259f,,,,,,,,,,,,,,,,,,,,,
KOLEDY_KARAOKE_CLOAD_,,fae07bfc4d2dc76a20105458631d554e2ad84813,,,,,,,,,,,,,,,,,,,,,
"Kolo Fortuny",,514b73c9371ceab8ca9e70a27a7ed7ca9f46ae2e,,,,,,(pl),1993,"Krystian Walczyk",,,,,,,,,,,,,
"Kolo Fortuny",,8778476489d8fbb174b02b6e39d6ecfcd0582485,,,,,,,,,,,,,,,,,,,,,
"Kolo Fortuny 2",,477321becb76d330060102c1a11db36adfac9f96,,,,,,(en),1993,"Robespix Software",pl,,,,,,,,,Stan'Art,,,
Kolony,,492daef71f9b6823a09898f968da2c91dbcd99ab,,,,,,(v1),,,,,,,,,,,,,,,
Kolony,,378016668c63ced9fa199e39a0a0781859b6ddc1,,,,,,(v1),,,,,,,,,,,,,,,
Kolony,,57091185218e12cd82ee8c90ec2c96b71416bd7a,,,,,,,1990,Mirage,pl,,"[no intro]; [k-file]",,,cs,,,,,,,
Kolony,,c1401323fdfeb0302f91a83bad46c341cb0e289d,,,,,,,1990,Mirage,pl,,"[no intro]; [k-file]",,,,,,,,,,
Kolony,,c1401323fdfeb0302f91a83bad46c341cb0e289d,,,,,,,1990,Mirage,pl,,"[no intro]; [k-file]",,,,,,,,,,
Kolony,,cb4c3ef69f5ef13824ed0efc2a26436d40ad24f2,,,,,,,1990,Mirage,pl,,,,,,,,,,,,
Kolony,,af9c6dcbb50d6daa528086eed6e4b0adbc8a4c3b,,,,,,(v2),,,,,,,,,,,,,,,
"Koronis Rift",,35932f10bce3823a43e684b1e80037229a0ee0b5,,,,,,,1985,Lucasfilm,,a,"a 2",,,,,,,,,,
"Koronis Rift",,bec1e89304e915553a21789d913693fb5835e0a7,,,,,,,1985,Lucasfilm,,,,,,,,,,,,,
Kowboj,,c044ab305c3ca2c6b36f0b071faa33cefb1d5134,,,,,,,1993,"YFA Software",pl,,,,,,,,,,,,
"K-Razy Antiks",,9899802e65cc0f528ce7d9a3e728b5255170c079,,,,,,,1982,"CBS Software",us,,[k-file],,,,,,,,,,
"K-Razy Antiks",,21cc15756ae4f31bdf03da1fcee22b2488591528,,,,,,,1982,"CBS Software",us,a,"a 1",,,,,,,,,,
"Krazy Katerpillars",,8e0a779818bb8cb4a0a86c1f449cce14307d6d21,,,,,,,19xx,"David Huff",,,[k-file],,,,,,,,,,
"Krazy Katerpillers",,8e0a779818bb8cb4a0a86c1f449cce14307d6d21,,,"Krazy Katerpillars",,,,19xx,"David Huff",,,[k-file],,,,,,,,,,
"Krazy Kopter",,1f2ab39bc3adb8819f7217e6a655f03c824a6676,,,,,,"v 2",1983,"English Software",gb,,,,,,,,,,,,
"Krazy Kopter",,520589c9337b7b1cc4d7af3b29f5369fcd1bc343,,,,,,,1983,"English Software",gb,,[k-file],,,,,,,,,,
"Krazy Kopter",,b62292468ec537e33a1583f6d1bb438c0383fe74,,,,,,,1983,"English Software",gb,a,"a 1",,,,,,,,,,
"Krazy Kopter version two",,1f2ab39bc3adb8819f7217e6a655f03c824a6676,,,"Krazy Kopter",,,"v 2",1983,"English Software",gb,,,,,,,,,,,,
"K-Razy Kritters",,801956e4c27e2862b6ed53fef5e817b4bdc817ae,,,,,,,1982,K-Byte,us,,"[req OSb]",,1,,,,,,,,
"K-Razy Kritters",,801956e4c27e2862b6ed53fef5e817b4bdc817ae,,,,,,,1982,K-Byte,us,,"[req OSb]",,1,,,,,,,,
"K-Razy Kritters",,75a7d6358db06723a7e4e4007c1b4b25667e96ee,,,,,,,1982,K-Byte,us,,"[req OSb]; [k-file]",,,,,,,,,,
"Krazy Mazes",,f8ce1a0eb3e372faf9e4f7ed02835198ad323ac8,,,,,,,1989,"ANALOG Computing",us,,,,,,,,,,,,
"K-Razy Shootout",,29c3d82753c11f99beff18c3476573d49e7205b7,,,,,,,1981,K-Byte,us,a,"a 1",,,,,,,,,,
"K-Razy Shootout",,da9ff1985094088521d49fb5e41225587e491089,,,,,,,1981,K-Byte,us,,[k-file],,,,,,,,,,
"K-Robbo 1",,e28227ac04f8212fffc45d11d5ae6c4ebdd5d062,,,"K-Robbo No.1",,,,1995,"LUK Soft",pl,,[k-file],,,,,,,,,,
"K-Robbo 2",,fa97d30eca5e7c23065f601036b475f9e666a295,,,"K-Robbo No.2",,,,1995,"LUK Soft",pl,,[k-file],,,,,,,,,,
"K-Robbo 3",,78d878cef5b72f10f7978160cb7f7eb2cc18bef9,,,"K-Robbo No.3",,,,1995,"LUK Soft",pl,,[k-file],,,,,,,,,,
"K-Robbo 4",,ff24a67ffb55cf53ae281ed553078841042a18ef,,,"K-Robbo No.4",,,,1995,"LUK Soft",pl,,[k-file],,,,,,,,,,
"K-Robbo No.1",,e28227ac04f8212fffc45d11d5ae6c4ebdd5d062,,,,,,,1995,"LUK Soft",pl,,[k-file],,,,,,,,,,
"K-Robbo No.2",,fa97d30eca5e7c23065f601036b475f9e666a295,,,,,,,1995,"LUK Soft",pl,,[k-file],,,,,,,,,,
"K-Robbo No.3",,78d878cef5b72f10f7978160cb7f7eb2cc18bef9,,,,,,,1995,"LUK Soft",pl,,[k-file],,,,,,,,,,
"K-Robbo No.4",,ff24a67ffb55cf53ae281ed553078841042a18ef,,,,,,,1995,"LUK Soft",pl,,[k-file],,,,,,,,,,
